['09/2012',0.54,0.57,474052528,283327559,980023473,1382279672,393524.70,1.948586878,243280160.3,145401553.4,502940610,709375439,201953.89]
['10/2012',0.61,0.59,479470968,284544283,981369126,1419633002,422672.10,1.960083541,244617618.6,145169467.1,500677193.4,724271681.6,215639.84]
['11/2012',0.55,0.6,485716890,286918403,976721648,1436637547,423816.40,1.971844042,246326220.4,145507655.2,495334127.5,728575646.2,214934.04]
['12/2012',0.55,0.79,497139074,321521526,962266786,1420315628,423195.90,1.98742161,250142733.5,161778217.8,484178486,714652402.4,212937.15]
['01/2013',0.6,0.86,501669856,308933642,953022131,1493071168,414131.80,2.004513436,250270138.9,154119017.9,475438135.8,744854657.3,206599.66]
['02/2013',0.49,0.6,506417662,298958073,947936897,1516051734,398645.40,2.016540516,251131905.3,148252946.4,470080759.3,751808219,197687.77]
['03/2013',0.55,0.47,514654970,299263560,966865683,1511751721,427409.80,2.026018257,254022868.9,147710199.1,477224565.9,746168854.1,210960.49]
['04/2013',0.61,0.55,519548894,299465983,964812561,1532142637,438856.80,2.037161357,255035710.5,147001602,473606353.1,752096848.7,215425.65]
['05/2013',0.6,0.37,527860458,299874457,978274450,1533854190,439054.20,2.044698854,258160490,146659473.3,478444269.7,750161417.2,214728.05]
['06/2013',0.61,0.26,539315239,306171339,997651311,1513097722,442857.00,2.050015071,263078670.3,149350774.7,486655598.3,738091023.5,216026.22]
['07/2013',0.72,0.03,551158753,310869063,998419015,1545645375,458458.90,2.050630076,268775319.1,151596851.5,486884020.1,753741688.2,223569.77]
['08/2013',0.71,0.24,558449217,307668388,1008075656,1542447062,452862.20,2.055551588,271678521.9,149676802,490416130.6,750381100.2,220311.77]
['09/2013',0.71,0.35,567882037,313981031,1012626917,1542469031,438766.70,2.062746018,275303906.5,152215070.7,490912069.6,747774576.9,212710.00]
['10/2013',0.81,0.57,575369015,313096998,1019997392,1551662447,466166.00,2.074503671,277352613.6,150926220.3,491682616.2,747968041.2,224712.06]
['11/2013',0.72,0.54,584781093,316979581,1030254507,1536867788,465693.80,2.08570599,280375611.7,151977115.9,493959604.9,736857349.5,223278.74]
['12/2013',0.79,0.92,599825987,349124704,1030990676,1538644627,473552.50,2.104894486,284967247.1,165863280.3,489806345.7,730984207.3,224976.84]
['01/2014',0.85,0.55,604824604,333355173,1043027979,1547808700,455935.00,2.116471405,285770269.6,157505162.7,492814585.8,731315668.2,215422.23]
['02/2014',0.79,0.69,609877474,322002925,1053485170,1564614871,450358.80,2.131075058,286183009.7,151098819.3,494344470,734190410.2,211329.39]
['03/2014',0.77,0.92,614875533,321470023,1068859576,1578049394,462159.80,2.150680948,285898070.3,149473599.6,496986583.1,733744070.7,214889.99]
['04/2014',0.82,0.67,616830710,323439802,1081246034,1580976399,468767.50,2.165090511,284898348.1,149388582.3,499399922.8,730212612.9,216511.73]
['05/2014',0.87,0.46,622339689,317257781,1100440147,1608300485,473347.10,2.175049927,286126622.3,145862298.2,505937879.1,739431525.2,217625.85]
['06/2014',0.82,0.4,628926415,318759951,1114894236,1622930934,458516.50,2.183750127,288002920.9,145969058.9,510541120.2,743185272.9,209967.47]
['07/2014',0.95,0.01,636446769,320326008,1118768663,1649008152,481994.00,2.183968502,291417558.7,146671532.9,512264101.8,755051252.2,220696.41]
['08/2014',0.87,0.25,640564030,317922963,1128915890,1694993168,477052.90,2.189428423,292571350.2,145208201.2,515621281.8,774171537.2,217889.24]
['09/2014',0.91,0.57,645474104,327925378,1138648217,1688462699,476520.60,2.201908165,293143063,148927817.8,517118849.5,766817947.1,216412.57]
['10/2014',0.95,0.42,649650206,329034213,1146906850,1716827975,493304.70,2.211156179,293805662.4,148806410,518691018.1,776439037.2,223098.08]
['11/2014',0.84,0.51,655806257,331258675,1152736495,1732650335,489484.40,2.222433076,295084816.8,149052261,518682208,779618677.3,220247.08]
['12/2014',0.96,0.78,664847301,362152876,1158263129,1722242944,499867.70,2.239768054,296837567.5,161692133.9,517135302,768938078.6,223178.33]
['01/2015',0.94,1.24,663517447,343797138,1167382599,1755771048,472913.90,2.267541178,292615390.4,151616712.1,514823109,774306136.2,208558.02]
['02/2015',0.82,1.22,660210261,334090852,1177591430,1782860055,460156.70,2.29520518,287647599.7,145560342.4,513065864.5,776775893.7,200486.08]
['03/2015',1.04,1.32,652549189,328802402,1202626201,1792037582,501752.20,2.325501889,280605744.6,141389866.7,517146946.6,770602505.6,215760.82]
['04/2015',0.95,0.71,650444733,323912405,1208187877,1825130441,486614.60,2.342012952,277728922.2,138305129.7,515875830.7,779299892.2,207776.22]
['05/2015',0.99,0.74,651079300,318914527,1224115371,1861105945,483239.70,2.359343848,275957784,135170855.8,518837206.4,788823531.1,204819.53]
['06/2015',1.07,0.79,648879274,316917201,1233218831,1870466182,486647.50,2.377982664,272869640.2,133271451.4,518598747.4,786576878.9,204647.20]
['07/2015',1.18,0.62,650714091,318268214,1247617026,1899266107,502275.20,2.392726157,271955104.1,133014893.1,521420732.8,793766600.4,209917.54]
['08/2015',1.11,0.22,647539584,312390576,1254983817,1891145441,492505.70,2.397990154,270034296.4,130271834.3,523348194.2,788637700.5,205382.70]
['09/2015',1.11,0.54,646378452,310836657,1278429006,1899405882,496004.70,2.410939301,268102333.3,128927616.2,530261796.9,787828163.5,205730.89]
['10/2015',1.11,0.82,647197563,315384658,1293063812,1920877338,518828.90,2.430709003,266258759.1,129750067.8,531969812.2,790253928.1,213447.56]
['11/2015',1.06,1.01,649996769,315102771,1295673313,1931268205,513819.80,2.455259164,264736520.9,128337886.1,527713461.7,786584256.8,209273.14]
['12/2015',1.16,0.96,659005512,345150416,1327916993,1953434320,521918.70,2.478829652,265853489.1,139239263.9,535703206.5,788047019.8,210550.45]
['01/2016',1.06,1.27,650996716,331050008,1328146602,1974993242,490284.00,2.510310789,259329131.2,131876104.5,529076562.1,786752481.3,195308.09]
['02/2016',1,0.9,648289784,323084058,1333607720,2019789929,491011.70,2.532903586,255947280.3,127554818.8,526513416.2,797420770.4,193853.29]
['03/2016',1.16,0.43,647003070,318046218,1340726206,2079511975,516985.90,2.543795071,254345594.6,125028238.9,527057474.5,817484080.5,203234.10]
['04/2016',1.06,0.61,642773092,317669550,1339410656,2108989223,508058.70,2.559312221,251150714.1,124123015.3,523347892,824045306.2,198513.76]
['05/2016',1.11,0.78,640246589,317328438,1357722556,2130133983,513267.50,2.579274857,248227360.2,123030097.9,526397003.6,825865447.2,198996.82]
['06/2016',1.16,0.35,640680041,313685875,1371922130,2152177878,536459.30,2.588302319,247529060.4,121193676.9,530047096.9,831501738.6,207263.00]
['07/2016',1.11,0.52,643807200,318298994,1377608570,2202153849,532947.80,2.601761491,247450507,122339805.2,529490721.9,846408810.7,204841.14]
['08/2016',1.22,0.44,643658871,316244712,1391903048,2250603720,534761.80,2.613209241,246309733.2,121017753.6,532641254.3,861241298.4,204637.96]
['09/2016',1.11,0.08,645433350,323191097,1382900023,2289414761,509975.00,2.615299809,246791342.2,123577073.6,528773037.2,875392853,194996.76]
['10/2016',1.05,0.26,646800713,325910505,1386692726,2330726607,525162.70,2.622099588,246672825.1,124293717.3,528848230,888877988.3,200283.28]
['11/2016',1.04,0.18,652682548,325517068,1401847407,2350676740,541530.70,2.626819367,248468758.9,123920613.7,533667226.8,894875669.5,206154.53]
['12/2016',1.12,0.3,669286299,356106672,1413750903,2415674938,565780.50,2.634699826,254027533.8,135160244.3,536588984.2,916869130.4,214741.92]
['01/2017',1.09,0.38,662201480,339559886,1402073173,2504906056,526564.70,2.644711685,250387020.9,128392024,530142163,947137667.3,199100.98]
['02/2017',0.87,0.33,664105901,330765419,1403360097,2555392070,514120.50,2.653439233,250281179.5,124655358.5,528883450.3,963049026.3,193756.27]
['03/2017',1.05,0.25,662919497,327536761,1424812593,2622161229,544312.90,2.660072832,249211032.6,123130749.3,535629166.3,985747908.1,204623.31]
['04/2017',0.79,0.14,665181328,330907717,1435603993,2628511335,525238.10,2.663796933,249711725.3,124224077.6,538931468.4,986753645.5,197176.48]
['05/2017',0.93,0.31,668998341,329640852,1466500927,2653796384,548887.70,2.672054704,250368504.8,123366056.7,548828931.1,993166936.3,205417.84]
['06/2017',0.81,-0.23,678744382,332318715,1484764613,2687285236,556787.60,2.665908978,254601484,124654936.7,556944976.4,1008018375,208854.69]
['07/2017',0.8,0.24,684707833,337005494,1474259747,2754116389,557458.20,2.67230716,256223477.3,126110313.6,551680498.9,1030613707,208605.59]
['08/2017',0.8,0.19,690409721,332246885,1492577046,2824597330,555578.70,2.677384543,257867224.5,124093823.5,557475783.5,1054983804,207508.00]
['09/2017',0.64,0.16,697406903,337527755,1496759251,2862638426,528871.20,2.681668359,260064560.5,125864838.6,558144800.5,1067484134,197217.23]
['10/2017',0.64,0.42,698581334,337219206,1484249932,2902057856,549304.70,2.692931366,259412973.9,125223839.8,551165154.4,1077657564,203980.21]
['11/2017',0.57,0.28,705588126,340389865,1487886611,2882977758,566209.30,2.700471573,261283300.6,126048305.2,550972884,1067583079,209670.53]
['12/2017',0.54,0.44,727981354,377118524,1469875382,2896876296,588892.80,2.712353648,268394703.8,139037372.3,541918780.7,1068030453,217115.05]
['01/2018',0.58,0.29,725734249,359495631,1466644782,2971930102,555644.60,2.720219474,266792534.9,132156847.8,539164135.8,1092533206,204264.62]
['02/2018',0.47,0.32,727848592,352353259,1478313273,2987768149,528905.50,2.728924176,266716312,129118010,541720171.6,1094852021,193814.66]
['03/2018',0.53,0.09,734825268,353085750,1519999090,3005997849,560120.70,2.731380208,269030750.8,129270084.4,556494875.9,1100541712,205068.74]
['04/2018',0.52,0.22,738795110,355298596,1512333244,3017059526,559359.80,2.737389245,269890411.6,129794692.8,552472852.4,1102166793,204340.61]
